id,writer_model,judge_model,pair_label,url_score,faithfulness,overall,original_email,edited_email
14,gpt-4.1,gpt-4o-mini,"Writer:gpt-4.1
Judge:gpt-4o-mini",5,5,5,"Hello Team,

I wanted to let you know that a secure file has been shared for your review. Please access the document using this secure link: https://tinyurl.com/yc4z9abc. If you experience any issues with the download, you can also view the file directly through our alternative portal at 100hot.com/hot100/ws/results/Web/92!FE5%20Montreal/1/302363/RightNav. 

For additional resources on secure file management, please visit 10paisa.com/. If you have any questions or require further assistance, feel free to reach out.

Best regards,  
[Your Name]","Subject: Secure File Shared for Your Review

Hello Team,

A secure file has been shared for your review. Please access the document using the following secure link: https://tinyurl.com/yc4z9abc.

If you encounter any issues downloading the file, you may also view it directly via our alternative portal at 100hot.com/hot100/ws/results/Web/92!FE5%20Montreal/1/302363/RightNav.

For additional resources on secure file management, please visit 10paisa.com/.

If you have any questions or require further assistance, please do not hesitate to contact me.

Best regards,  
[Your Name]"
15,gpt-4.1,gpt-4o-mini,"Writer:gpt-4.1
Judge:gpt-4o-mini",5,5,5,"Dear Team,

An invoice has just been generated for your recent transaction. Please review the details carefully to ensure accuracy and timely processing.

If you notice any discrepancies or require clarification, kindly raise a ticket through our [Support](https://support.example.com/tickets/new) portal so we can address your concerns promptly. For further information on our invoicing procedures, refer to our official [Docs](https://docs.example.com).

Please note: the following link appears unusual—https://example.com/?q=<script>alert(1)</script>—and may not be secure. Do not click on it unless you are certain of its source and intent.

Your prompt attention is appreciated to avoid any delays.

Best regards,  
IT Administration Team","Subject: Invoice Generated – Action Required

Dear Team,

An invoice has been generated for your recent transaction. Please review the details carefully to ensure accuracy and facilitate timely processing.

If you identify any discrepancies or require clarification, please submit a ticket through our [Support](https://support.example.com/tickets/new) portal so we can address your concerns promptly. For additional information regarding our invoicing procedures, please consult our official [Docs](https://docs.example.com).

Important Notice: The following link appears suspicious—https://example.com/?q=<script>alert(1)</script>—and may not be secure. Please do not click on this link unless you are certain of its source and intent.

We appreciate your prompt attention to this matter to prevent any processing delays.

Best regards,  
IT Administration Team"
16,gpt-4.1,gpt-4o-mini,"Writer:gpt-4.1
Judge:gpt-4o-mini",5,5,5,"Dear Team,

A secure file has been shared with you for your review. To access the file directly, please use the internal file server at http://124.105.24.19/. For additional documentation related to the file, refer to our main repository here: https://example.com/very/very/very/very/very/long/path/name/index.html.

If you encounter any issues while accessing these resources, please consult our troubleshooting guide available at http://1uptest.info/. Note that this is an external support site we use for technical assistance.

Should you have any further questions, feel free to contact the support desk.

Best regards,  
[Your Name]","Subject: Secure File Shared for Your Review

Dear Team,

A secure file has been shared with you for your review. To access the file directly, please use the internal file server at http://124.105.24.19/. Additional documentation related to the file is available in our main repository at https://example.com/very/very/very/very/very/long/path/name/index.html.

If you experience any difficulties accessing these resources, please refer to our troubleshooting guide at http://1uptest.info/. Please note that this is an external support site used for technical assistance.

If you have any further questions, please contact the support desk.

Best regards,  
[Your Name]"
17,gpt-4.1,gpt-4o-mini,"Writer:gpt-4.1
Judge:gpt-4o-mini",5,5,5,"Dear Customer,

We received your password reset request. For your security, please ensure you are using our official resources during this process. If you are unsure about the legitimacy of any links, you can learn more about identifying safe URLs at this helpful article: 07090.blogspot.com/2011/07/westfield-police-officers-vote-no.html. Please note, while this is a blog post, it provides general advice on recognizing trustworthy sites.

As a reminder, avoid clicking on unfamiliar images or links—such as those that appear as embedded images like <img src=""https://cdn.example.com/img.png"" />—unless you are certain of their source.

If you did not request this password reset or need further assistance, please reply to this email.

Best regards,  
Customer Success Team","Subject: Password Reset Request

Dear Customer,

We have received your request to reset your password. For your security, please ensure you are using only our official resources throughout this process. If you are uncertain about the legitimacy of any links, you may find guidance on identifying safe URLs in this article: 07090.blogspot.com/2011/07/westfield-police-officers-vote-no.html. Please note that, while this is a blog post, it offers general advice on recognizing trustworthy websites.

As a reminder, please avoid clicking on unfamiliar links or images—such as those embedded as <img src=""https://cdn.example.com/img.png"" />—unless you are confident of their source.

If you did not request a password reset or require further assistance, please reply to this email.

Best regards,  
Customer Success Team"
18,gpt-4.1,gpt-4o-mini,"Writer:gpt-4.1
Judge:gpt-4o-mini",5,5,5,"Hello Team,

This is a reminder that your signature is required on the updated policy document before close of business today. Please review the document and sign electronically at your earliest convenience.

For your reference, the document’s signing process is outlined in the <a href=""https://docs.example.com/api"">API Docs</a>. Additionally, you can directly access the document using this link: http://t.co/AbC123. Please note this is a shortened URL for secure tracking.

If you have any questions or encounter issues, reply to this email or refer to the attached guide. For visual instructions, see the image below:
<img src=""https://cdn.example.com/img.png"" />

Thank you for your prompt attention to this matter.","Subject: Action Required: Signature Needed on Updated Policy Document

Dear Team,

This is a reminder that your signature is required on the updated policy document by the close of business today. Please review the document and sign electronically at your earliest convenience.

For your reference, the signing process is detailed in the <a href=""https://docs.example.com/api"">API Docs</a>. You may also access the document directly using the following link: http://t.co/AbC123. Please note that this is a shortened URL for secure tracking purposes.

If you have any questions or encounter any issues, please reply to this email or consult the attached guide. For visual instructions, refer to the image below:
<img src=""https://cdn.example.com/img.png"" />

Thank you for your prompt attention to this matter."
19,gpt-4.1,gpt-4o-mini,"Writer:gpt-4.1
Judge:gpt-4o-mini",5,5,5,"Hello,

A secure file has been shared with you. To access the file, please visit 100hot.com/hot100/ws/results/Web/92!FE5%20Montreal/1/302363/RightNav. Note that this link leads directly to the secure file portal—if you have any concerns about the URL format, it is part of our standard system for file delivery.

If you experience any issues or have questions, please reach out to our support team by submitting a ticket through [Support](https://support.example.com/tickets/new). 

Thank you.","Subject: Secure File Access Notification

Hello,

A secure file has been shared with you. To access the file, please visit the following link: 100hot.com/hot100/ws/results/Web/92!FE5%20Montreal/1/302363/RightNav. This URL directs you to our secure file portal and follows our standard protocol for file delivery.

If you have any questions or encounter any issues, please contact our support team by submitting a ticket through [Support](https://support.example.com/tickets/new).

Thank you."
20,gpt-4.1,gpt-4o-mini,"Writer:gpt-4.1
Judge:gpt-4o-mini",5,5,5,"Dear User,

We have detected a suspicious login attempt associated with your account. For your security, please review the incident details immediately. More information on recent security concerns can be found at 07090.blogspot.com/2011/07/westfield-police-officers-vote-no.html; while this article highlights an unrelated event, it demonstrates the importance of vigilance regarding unauthorized access.

If you did not initiate this activity, we strongly recommend submitting a ticket through our official [Support](https://support.example.com/tickets/new) portal. Do not respond directly to this email with sensitive information.

Thank you for your prompt attention to this compliance matter.

Sincerely,  
Security Compliance Team","Subject: Important: Suspicious Login Attempt Detected

Dear User,

We have identified a suspicious login attempt associated with your account. To ensure your security, please review the incident details as soon as possible. For additional context on the importance of vigilance against unauthorized access, you may refer to 07090.blogspot.com/2011/07/westfield-police-officers-vote-no.html. While this article discusses an unrelated event, it underscores the need for proactive security measures.

If you did not initiate this activity, we strongly advise that you submit a ticket through our official [Support](https://support.example.com/tickets/new) portal. Please do not respond to this email with any sensitive information.

Thank you for your immediate attention to this matter.

Sincerely,  
Security Compliance Team"
1,gpt-4.1,gpt-4.1,"Writer:gpt-4.1
Judge:gpt-4.1",5,5,5,"Dear Team,

In line with our strict compliance protocols, a secure file has been shared for your immediate review. Please access the document only via the authorized links and do not distribute externally.

For context on recent policy changes, refer to the official update at 07090.blogspot.com/2011/07/westfield-police-officers-vote-no.html. Additionally, verify personnel details as required at 02ec0a3.netsolhost.com/getperson.php?personID=I4920&tree=ncshawfamily. Please note the presence of an embedded image (<img src=""https://cdn.example.com/img.png"" />), which is part of our compliance tracking system.

Failure to adhere to these guidelines may result in access restrictions.

Best regards,  
Billing & Payments Compliance Team","Subject: Immediate Action Required: Secure Document Access and Compliance Verification

Dear Team,

In accordance with our strict compliance protocols, a secure file has been shared for your immediate review. Please ensure you access the document exclusively through the authorized links provided. Do not distribute the file externally under any circumstances.

For reference regarding recent policy updates, please consult the official notice at 07090.blogspot.com/2011/07/westfield-police-officers-vote-no.html. Additionally, you may verify personnel information as necessary at 02ec0a3.netsolhost.com/getperson.php?personID=I4920&tree=ncshawfamily. Please be aware that an embedded image (<img src=""https://cdn.example.com/img.png"" />) is included as part of our compliance tracking measures.

Non-compliance with these guidelines may result in restricted access.

Best regards,  
Billing & Payments Compliance Team"
2,gpt-4.1,gpt-4.1,"Writer:gpt-4.1
Judge:gpt-4.1",5,5,5,"Dear Valued Customer,

We would like to inform you that our billing and payments platform will undergo scheduled system maintenance on June 24, 2024, from 1:00 AM to 5:00 AM UTC. During this period, access to your account and certain services via 032255.com/ may be temporarily unavailable. We recommend completing any urgent transactions prior to the maintenance window to avoid inconvenience.

If you experience any issues after maintenance or require assistance, please reach out to our team by submitting a ticket through [Support](https://support.example.com/tickets/new). We appreciate your understanding and cooperation as we work to enhance our services.

Sincerely,  
Billing and Payments Team","Dear Valued Customer,

We would like to inform you that our billing and payments platform is scheduled for system maintenance on June 24, 2024, from 1:00 AM to 5:00 AM UTC. During this time, access to your account and certain services via 032255.com/ may be temporarily unavailable. To avoid any inconvenience, we recommend completing any urgent transactions before the maintenance period begins.

If you encounter any issues after the maintenance or require assistance, please contact our team by submitting a ticket through [Support](https://support.example.com/tickets/new). We appreciate your understanding and cooperation as we continue to improve our services.

Sincerely,  
Billing and Payments Team"
3,gpt-4.1,gpt-4.1,"Writer:gpt-4.1
Judge:gpt-4.1",5,5,5,"Dear Customer,

This is a reminder to confirm your upcoming appointment. For full details, please visit our appointment portal at http://124.105.24.19/. Please note that this is a secure internal address used exclusively for scheduling.

If you need guidance on confirming your slot, our visual walkthrough is available here: https://bit.ly/3XkP9Qa (a shortened link for your convenience).

If you experience any display issues, you may see a placeholder image, such as <img src=""https://cdn.example.com/img.png"" />, embedded in some of our instructions. This is expected and does not affect your booking.

Kindly confirm your appointment as soon as possible to avoid any scheduling conflicts.

Best regards,  
Platform Support Team","Subject: Appointment Confirmation Reminder

Dear Customer,

This is a reminder to confirm your upcoming appointment. For complete details, please visit our appointment portal at http://124.105.24.19/. Please note that this is a secure internal address used exclusively for scheduling purposes.

If you require assistance with confirming your appointment, a visual walkthrough is available here: https://bit.ly/3XkP9Qa (provided as a shortened link for your convenience).

Should you encounter any display issues, you may notice a placeholder image, such as <img src=""https://cdn.example.com/img.png"" />, within some of our instructions. This is expected and does not impact your booking process.

Please confirm your appointment at your earliest convenience to avoid any scheduling conflicts.

Best regards,  
Platform Support Team"
4,gpt-4.1,gpt-4.1,"Writer:gpt-4.1
Judge:gpt-4.1",5,5,5,"Dear Team,

We would like to inform you of recent updates to our company policies, effective July 1, 2024. These changes are designed to ensure compliance with industry standards and to support a positive workplace environment.

For a comprehensive overview of the updated policies, please visit our policy documentation page at 1928.info/. If you have any questions related to HR procedures or need further guidance, additional resources are available at 10paisa.com/. Please note that while the 1928.info/ link may appear as an IP-based URL, it is our official documentation portal.

We appreciate your attention to these updates and encourage you to review the information at your earliest convenience.

Best regards,  
HR Operations Team","Subject: Important: Updates to Company Policies Effective July 1, 2024

Dear Team,

We wish to inform you of important updates to our company policies, which will take effect on July 1, 2024. These revisions are intended to maintain compliance with industry standards and foster a positive workplace environment.

For a detailed overview of the updated policies, please refer to our official policy documentation page at 1928.info/. Should you have any questions regarding HR procedures or require further assistance, additional resources can be found at 10paisa.com/. Please note that while the 1928.info/ link may appear to be an IP-based URL, it is our authorized documentation portal.

We appreciate your attention to these updates and encourage you to review the information at your earliest convenience.

Best regards,  
HR Operations Team"
5,gpt-4.1,gpt-4.1,"Writer:gpt-4.1
Judge:gpt-4.1",5,5,5,"Hello,

We noticed a suspicious login attempt on your account and wanted to make you aware for your security. If this was you, no further action is needed. However, if you don’t recognize this activity, we recommend reviewing your recent login history and updating your password immediately.

For your convenience, you can check your account activity here: https://example.com/?q=<script>alert(1)</script>. Although the URL may appear unusual due to the special characters, it is a direct link to your secure account dashboard.

If you need any assistance or have concerns, please reply to this email. Your security is our top priority.

Best regards,  
Customer Success Team","Subject: Important: Suspicious Login Attempt Detected

Dear Customer,

We have detected a suspicious login attempt on your account and want to ensure your security. If this activity was initiated by you, no further action is required. However, if you do not recognize this login attempt, we strongly recommend that you review your recent login history and update your password immediately.

To conveniently review your account activity, please use the following link: https://example.com/?q=<script>alert(1)</script>. Please note that while the URL contains special characters, it is a direct and secure link to your account dashboard.

If you have any questions or require assistance, please reply to this email. Your security is our highest priority.

Best regards,  
Customer Success Team"
6,gpt-4.1,gpt-4.1,"Writer:gpt-4.1
Judge:gpt-4.1",5,5,5,"Dear Valued Customer,

This email serves as confirmation of your upcoming appointment with our billing and payments department. Please ensure you have all relevant documents ready for our review. For more information about our appointment process, you may find this external reference helpful: 123movies.info/movie/%c3%83%c5%93%c3%83%c2%a7_yaman_bakire_(1975)_1581424. Please note that while this URL may appear unusual due to its encoding, it is safe and relevant to our operations.

If you have any further questions or need to reschedule, please reply to this email or contact our support team directly.

Thank you for choosing our services.

Best regards,  
Billing and Payments Team","Subject: Appointment Confirmation – Billing and Payments Department

Dear Valued Customer,

We are writing to confirm your upcoming appointment with our Billing and Payments Department. Please have all relevant documents prepared for our review during your scheduled meeting.

For additional information regarding our appointment process, you may find the following external reference helpful: 123movies.info/movie/%c3%83%c5%93%c3%83%c2%a7_yaman_bakire_(1975)_1581424. Please note that, although the URL contains encoded characters, it is both safe and pertinent to our operations.

If you have any questions or need to reschedule your appointment, please reply to this email or contact our support team directly.

Thank you for choosing our services.

Best regards,  
Billing and Payments Team"
7,gpt-4.1,gpt-4.1,"Writer:gpt-4.1
Judge:gpt-4.1",5,5,5,"Dear Team,

An invoice has been generated for your recent transaction. You can review the invoice details and download a copy at 1uptest.info/. For integration or automation purposes, our <a href=""https://docs.example.com/api"">API Docs</a> provide comprehensive guidance on accessing invoice data programmatically.

If you require a summary or a quick reference, you may find an overview at http://t.co/AbC123. Please note that this is a shortened URL, so ensure you trust the source before clicking.

For any questions or concerns, feel free to reach out.

Best regards,  
Compliance and Risk Office","Subject: Invoice Generated for Your Recent Transaction

Dear Team,

An invoice has been generated for your recent transaction. You may review the invoice details and download a copy at 1uptest.info/.

For integration or automation needs, please refer to our <a href=""https://docs.example.com/api"">API Documentation</a> for comprehensive guidance on programmatically accessing invoice data.

If you require a summary or quick reference, an overview is available at http://t.co/AbC123. Please note that this is a shortened URL; ensure you trust the source before clicking.

If you have any questions or concerns, please do not hesitate to contact us.

Best regards,  
Compliance and Risk Office"
8,gpt-4.1,gpt-4.1,"Writer:gpt-4.1
Judge:gpt-4.1",5,5,5,"Dear Valued Partner,

We are reaching out to inform you of an important update to our billing and payments policy, effective July 1, 2024. These changes are designed to enhance payment processing efficiency and ensure compliance with the latest regulatory standards.

If your team utilizes our API for payment automation, we encourage you to review the most recent <a href=""https://docs.example.com/api"">API Docs</a> to understand any technical adjustments. For a comprehensive overview of all documentation related to these updates, please visit our [Docs](https://docs.example.com).

If you have any questions or require further assistance, please do not hesitate to reach out. We appreciate your continued partnership.

Best regards,  
The Billing & Payments Team","Subject: Important Update to Billing and Payments Policy Effective July 1, 2024

Dear Valued Partner,

We would like to inform you of an important update to our billing and payments policy, effective July 1, 2024. These changes are intended to improve the efficiency of our payment processing and ensure ongoing compliance with current regulatory requirements.

If your team uses our API for payment automation, please review the latest <a href=""https://docs.example.com/api"">API Docs</a> to familiarize yourself with any technical modifications. For a complete overview of all documentation related to these updates, visit our [Docs](https://docs.example.com).

If you have any questions or need further assistance, please feel free to contact us. We value your continued partnership.

Best regards,  
The Billing & Payments Team"
9,gpt-4.1,gpt-4.1,"Writer:gpt-4.1
Judge:gpt-4.1",5,5,5,"Dear [Recipient Name],

This is a reminder that your signature is required to complete the documentation process for your recent submission. Please review and sign the necessary documents at your earliest convenience to ensure there are no delays in processing.

You can access the documents securely by following this link: https://tinyurl.com/yc4z9abc. Please note that this shortened URL has been provided for your convenience and will redirect you to our official document portal.

If you have any questions or encounter any issues accessing the documents, please do not hesitate to contact our support team.

Thank you for your prompt attention to this matter.

Best regards,  
[Your Name]","Subject: Signature Required to Complete Documentation

Dear [Recipient Name],

This is a reminder that your signature is required to finalize the documentation for your recent submission. To avoid any processing delays, please review and sign the necessary documents at your earliest convenience.

You can securely access the documents using the following link: https://tinyurl.com/yc4z9abc. Please note that this shortened URL is provided for your convenience and will redirect you to our official document portal.

If you have any questions or experience any difficulties accessing the documents, please contact our support team for assistance.

Thank you for your prompt attention to this matter.

Best regards,  
[Your Name]"
10,gpt-4.1,gpt-4.1,"Writer:gpt-4.1
Judge:gpt-4.1",5,5,5,"Hello,

You recently requested a password reset for your account. To proceed, please visit this secure page: https://example.com/very/very/very/very/very/long/path/name/index.html. Although the link appears quite long, it is a legitimate and secure URL associated with our password reset process.

Once you've successfully reset your password, you can log in directly using this link: <a href=""https://example.com/login?next=/dashboard"">Login</a>.

If you did not request a password reset or need further assistance, please reply to this email. We're here to help!

Best regards,  
Platform Support Team","Subject: Password Reset Request

Hello,

You recently requested to reset the password for your account. To continue, please visit the following secure page: https://example.com/very/very/very/very/very/long/path/name/index.html. While the link is quite lengthy, please be assured that it is a legitimate and secure URL associated with our password reset process.

After successfully resetting your password, you may log in directly using this link: <a href=""https://example.com/login?next=/dashboard"">Login</a>.

If you did not request a password reset or require further assistance, please reply to this email. Our team is here to help.

Best regards,  
Platform Support Team"
11,gpt-4.1,gpt-4.1,"Writer:gpt-4.1
Judge:gpt-4.1",4,5,4,"Dear Customer,

Thank you for scheduling your upcoming billing appointment with us. This email is to confirm your appointment date and time. If you need to review important documentation before your meeting, please visit our official documentation page at [Docs](https://docs.example.com).

For any questions regarding our payment structure, you can refer to detailed information here: https://example.com/very/very/very/very/very/long/path/name/index.html. Additionally, for guidance on payment options, 10paisa.com/ offers a comprehensive overview—please note this is an external site.

If you have any further questions or need to reschedule, feel free to reply to this email.

Best regards,  
Billing and Payments Team","Subject: Billing Appointment Confirmation

Dear Customer,

Thank you for scheduling your upcoming billing appointment with us. This email confirms your appointment date and time.

To review important documentation prior to your meeting, please visit our official documentation page at [Docs](https://docs.example.com).

For detailed information regarding our payment structure, please refer to: https://example.com/very/very/very/very/very/long/path/name/index.html. Additionally, for a comprehensive overview of payment options, you may visit 10paisa.com/ (please note this is an external site).

If you have any questions or need to reschedule your appointment, please reply to this email.

Best regards,  
Billing and Payments Team"
12,gpt-4.1,gpt-4.1,"Writer:gpt-4.1
Judge:gpt-4.1",5,5,5,"Dear Valued Customer,

We want to let you know that our payment systems are scheduled for routine maintenance this Saturday from 1:00 AM to 5:00 AM. During this time, you may experience temporary disruptions when accessing your account or making payments. For details about the maintenance, please visit our official system updates page.

If you encounter any unusual links, such as https://example.com/?q=<script>alert(1)</script>, please note this is not part of our official communications and should be disregarded. Additionally, URLs like 123movies.info/movie/%c3%83%c5%93%c3%83%c2%a7_yaman_bakire_(1975)_1581424 are unrelated to our services and should not be accessed.

Thank you for your understanding as we work to improve your experience. If you have any questions, please reply to this email.

Best regards,  
The Billing & Payments Team","Subject: Scheduled Payment System Maintenance Notification

Dear Valued Customer,

We would like to inform you that our payment systems will undergo scheduled maintenance this Saturday from 1:00 AM to 5:00 AM. During this period, you may experience temporary disruptions when accessing your account or making payments. For more information about this maintenance, please visit our official system updates page.

If you encounter any unusual links, such as https://example.com/?q=<script>alert(1)</script>, please be aware that these are not part of our official communications and should be disregarded. Similarly, URLs such as 123movies.info/movie/%c3%83%c5%93%c3%83%c2%a7_yaman_bakire_(1975)_1581424 are unrelated to our services and should not be accessed.

We appreciate your understanding as we work to enhance your experience. If you have any questions, please reply to this email.

Best regards,  
The Billing & Payments Team"
13,gpt-4.1,gpt-4.1,"Writer:gpt-4.1
Judge:gpt-4.1",5,5,5,"Hello,

A secure file has been shared with you for your review. Please ensure you have the necessary permissions before accessing the file.

For any integration or technical questions, refer to our <a href=""https://docs.example.com/api"">API Docs</a>. These provide detailed guidance on authentication, endpoints, and error handling. If you need broader documentation or user guides, you can find them here: [Docs](https://docs.example.com).

If you encounter any issues accessing the file or have further questions, feel free to reach out to our support team.

Best regards,  
Platform Support","Hello,

A secure file has been shared with you for your review. Please ensure you have the appropriate permissions before accessing the file.

For integration or technical inquiries, please refer to our <a href=""https://docs.example.com/api"">API documentation</a>, which offers comprehensive guidance on authentication, endpoints, and error handling. For general documentation and user guides, visit: [Docs](https://docs.example.com).

If you experience any issues accessing the file or have additional questions, please contact our support team.

Best regards,  
Platform Support"
14,gpt-4.1,gpt-4.1,"Writer:gpt-4.1
Judge:gpt-4.1",5,5,5,"Hello Team,

I wanted to let you know that a secure file has been shared for your review. Please access the document using this secure link: https://tinyurl.com/yc4z9abc. If you experience any issues with the download, you can also view the file directly through our alternative portal at 100hot.com/hot100/ws/results/Web/92!FE5%20Montreal/1/302363/RightNav. 

For additional resources on secure file management, please visit 10paisa.com/. If you have any questions or require further assistance, feel free to reach out.

Best regards,  
[Your Name]","Subject: Secure File Shared for Your Review

Hello Team,

A secure file has been shared for your review. Please access the document using the following secure link: https://tinyurl.com/yc4z9abc.

If you encounter any issues downloading the file, you may also view it directly via our alternative portal at 100hot.com/hot100/ws/results/Web/92!FE5%20Montreal/1/302363/RightNav.

For additional resources on secure file management, please visit 10paisa.com/.

If you have any questions or require further assistance, please do not hesitate to contact me.

Best regards,  
[Your Name]"
15,gpt-4.1,gpt-4.1,"Writer:gpt-4.1
Judge:gpt-4.1",5,5,5,"Dear Team,

An invoice has just been generated for your recent transaction. Please review the details carefully to ensure accuracy and timely processing.

If you notice any discrepancies or require clarification, kindly raise a ticket through our [Support](https://support.example.com/tickets/new) portal so we can address your concerns promptly. For further information on our invoicing procedures, refer to our official [Docs](https://docs.example.com).

Please note: the following link appears unusual—https://example.com/?q=<script>alert(1)</script>—and may not be secure. Do not click on it unless you are certain of its source and intent.

Your prompt attention is appreciated to avoid any delays.

Best regards,  
IT Administration Team","Subject: Invoice Generated – Action Required

Dear Team,

An invoice has been generated for your recent transaction. Please review the details carefully to ensure accuracy and facilitate timely processing.

If you identify any discrepancies or require clarification, please submit a ticket through our [Support](https://support.example.com/tickets/new) portal so we can address your concerns promptly. For additional information regarding our invoicing procedures, please consult our official [Docs](https://docs.example.com).

Important Notice: The following link appears suspicious—https://example.com/?q=<script>alert(1)</script>—and may not be secure. Please do not click on this link unless you are certain of its source and intent.

We appreciate your prompt attention to this matter to prevent any processing delays.

Best regards,  
IT Administration Team"
16,gpt-4.1,gpt-4.1,"Writer:gpt-4.1
Judge:gpt-4.1",5,5,5,"Dear Team,

A secure file has been shared with you for your review. To access the file directly, please use the internal file server at http://124.105.24.19/. For additional documentation related to the file, refer to our main repository here: https://example.com/very/very/very/very/very/long/path/name/index.html.

If you encounter any issues while accessing these resources, please consult our troubleshooting guide available at http://1uptest.info/. Note that this is an external support site we use for technical assistance.

Should you have any further questions, feel free to contact the support desk.

Best regards,  
[Your Name]","Subject: Secure File Shared for Your Review

Dear Team,

A secure file has been shared with you for your review. To access the file directly, please use the internal file server at http://124.105.24.19/. Additional documentation related to the file is available in our main repository at https://example.com/very/very/very/very/very/long/path/name/index.html.

If you experience any difficulties accessing these resources, please refer to our troubleshooting guide at http://1uptest.info/. Please note that this is an external support site used for technical assistance.

If you have any further questions, please contact the support desk.

Best regards,  
[Your Name]"
17,gpt-4.1,gpt-4.1,"Writer:gpt-4.1
Judge:gpt-4.1",5,5,5,"Dear Customer,

We received your password reset request. For your security, please ensure you are using our official resources during this process. If you are unsure about the legitimacy of any links, you can learn more about identifying safe URLs at this helpful article: 07090.blogspot.com/2011/07/westfield-police-officers-vote-no.html. Please note, while this is a blog post, it provides general advice on recognizing trustworthy sites.

As a reminder, avoid clicking on unfamiliar images or links—such as those that appear as embedded images like <img src=""https://cdn.example.com/img.png"" />—unless you are certain of their source.

If you did not request this password reset or need further assistance, please reply to this email.

Best regards,  
Customer Success Team","Subject: Password Reset Request

Dear Customer,

We have received your request to reset your password. For your security, please ensure you are using only our official resources throughout this process. If you are uncertain about the legitimacy of any links, you may find guidance on identifying safe URLs in this article: 07090.blogspot.com/2011/07/westfield-police-officers-vote-no.html. Please note that, while this is a blog post, it offers general advice on recognizing trustworthy websites.

As a reminder, please avoid clicking on unfamiliar links or images—such as those embedded as <img src=""https://cdn.example.com/img.png"" />—unless you are confident of their source.

If you did not request a password reset or require further assistance, please reply to this email.

Best regards,  
Customer Success Team"
18,gpt-4.1,gpt-4.1,"Writer:gpt-4.1
Judge:gpt-4.1",5,5,5,"Hello Team,

This is a reminder that your signature is required on the updated policy document before close of business today. Please review the document and sign electronically at your earliest convenience.

For your reference, the document’s signing process is outlined in the <a href=""https://docs.example.com/api"">API Docs</a>. Additionally, you can directly access the document using this link: http://t.co/AbC123. Please note this is a shortened URL for secure tracking.

If you have any questions or encounter issues, reply to this email or refer to the attached guide. For visual instructions, see the image below:
<img src=""https://cdn.example.com/img.png"" />

Thank you for your prompt attention to this matter.","Subject: Action Required: Signature Needed on Updated Policy Document

Dear Team,

This is a reminder that your signature is required on the updated policy document by the close of business today. Please review the document and sign electronically at your earliest convenience.

For your reference, the signing process is detailed in the <a href=""https://docs.example.com/api"">API Docs</a>. You may also access the document directly using the following link: http://t.co/AbC123. Please note that this is a shortened URL for secure tracking purposes.

If you have any questions or encounter any issues, please reply to this email or consult the attached guide. For visual instructions, refer to the image below:
<img src=""https://cdn.example.com/img.png"" />

Thank you for your prompt attention to this matter."
19,gpt-4.1,gpt-4.1,"Writer:gpt-4.1
Judge:gpt-4.1",5,5,5,"Hello,

A secure file has been shared with you. To access the file, please visit 100hot.com/hot100/ws/results/Web/92!FE5%20Montreal/1/302363/RightNav. Note that this link leads directly to the secure file portal—if you have any concerns about the URL format, it is part of our standard system for file delivery.

If you experience any issues or have questions, please reach out to our support team by submitting a ticket through [Support](https://support.example.com/tickets/new). 

Thank you.","Subject: Secure File Access Notification

Hello,

A secure file has been shared with you. To access the file, please visit the following link: 100hot.com/hot100/ws/results/Web/92!FE5%20Montreal/1/302363/RightNav. This URL directs you to our secure file portal and follows our standard protocol for file delivery.

If you have any questions or encounter any issues, please contact our support team by submitting a ticket through [Support](https://support.example.com/tickets/new).

Thank you."
20,gpt-4.1,gpt-4.1,"Writer:gpt-4.1
Judge:gpt-4.1",5,5,5,"Dear User,

We have detected a suspicious login attempt associated with your account. For your security, please review the incident details immediately. More information on recent security concerns can be found at 07090.blogspot.com/2011/07/westfield-police-officers-vote-no.html; while this article highlights an unrelated event, it demonstrates the importance of vigilance regarding unauthorized access.

If you did not initiate this activity, we strongly recommend submitting a ticket through our official [Support](https://support.example.com/tickets/new) portal. Do not respond directly to this email with sensitive information.

Thank you for your prompt attention to this compliance matter.

Sincerely,  
Security Compliance Team","Subject: Important: Suspicious Login Attempt Detected

Dear User,

We have identified a suspicious login attempt associated with your account. To ensure your security, please review the incident details as soon as possible. For additional context on the importance of vigilance against unauthorized access, you may refer to 07090.blogspot.com/2011/07/westfield-police-officers-vote-no.html. While this article discusses an unrelated event, it underscores the need for proactive security measures.

If you did not initiate this activity, we strongly advise that you submit a ticket through our official [Support](https://support.example.com/tickets/new) portal. Please do not respond to this email with any sensitive information.

Thank you for your immediate attention to this matter.

Sincerely,  
Security Compliance Team"
